,precision,recall,f1-score,support
label_29320008,0.09090909090909091,0.36363636363636365,0.14545454545454545,22.0
label_365413008,0.13067400275103164,0.9223300970873787,0.2289156626506024,103.0
label_39732003,0.3181818181818182,0.9722222222222222,0.4794520547945205,252.0
label_418818005,0.0,0.0,0.0,0.0
label_425856008,0.08450704225352113,0.5454545454545454,0.14634146341463414,11.0
label_426177001,0.800203873598369,0.963978714695047,0.8744894170070553,2443.0
label_426183003,0.0,0.0,0.0,2.0
label_426627000,0.0,0.0,0.0,2.0
label_426648003,0.0,0.0,0.0,4.0
label_426664006,0.0,0.0,0.0,3.0
label_426761007,0.24754901960784315,0.9351851851851852,0.39147286821705424,108.0
label_426783006,0.4869611495476317,0.7373086220789685,0.5865384615384616,1241.0
label_426995002,0.08333333333333333,0.1111111111111111,0.09523809523809523,9.0
label_427084000,0.6180338134001252,0.9472168905950096,0.7480106100795756,1042.0
label_427172004,0.09615384615384616,0.9032258064516129,0.17380509000620734,155.0
label_427393009,0.17184801381692574,0.5335120643431636,0.2599608099281515,373.0
label_428417006,0.13090909090909092,0.6545454545454545,0.21818181818181817,55.0
label_428750005,0.11980033277870217,0.8275862068965517,0.20930232558139536,174.0
label_429622005,0.18407212622088656,0.9107806691449815,0.30625,269.0
label_445118002,0.22123893805309736,0.9090909090909091,0.35587188612099646,55.0
label_445211001,0.0,0.0,0.0,2.0
label_446358003,0.4166666666666667,0.7142857142857143,0.5263157894736842,7.0
label_446813000,0.0,0.0,0.0,3.0
label_47665007,0.2610619469026549,0.9147286821705426,0.40619621342512907,129.0
label_49578007,0.0,0.0,0.0,1.0
label_50799005,0.08571428571428572,0.75,0.15384615384615385,4.0
label_54016002,0.0,0.0,0.0,5.0
label_54329005,0.03260869565217391,0.375,0.06,8.0
label_55827005,0.26218487394957984,0.7761194029850746,0.39195979899497485,804.0
label_55930002,0.2684042066758116,0.8989280245022971,0.41338028169014085,653.0
label_5609005,0.14285714285714285,0.125,0.13333333333333333,8.0
label_57054005,0.1134020618556701,0.7857142857142857,0.1981981981981982,14.0
label_59118001,0.2876712328767123,0.9333333333333333,0.4397905759162304,90.0
label_59931005,0.20318906605922551,0.9612068965517241,0.33546446032342986,464.0
label_61277005,0.0,0.0,0.0,3.0
label_61721007,0.15789473684210525,0.7078651685393258,0.2581967213114754,89.0
label_63593006,0.0,0.0,0.0,0.0
label_6374002,0.10159362549800798,0.8095238095238095,0.18053097345132743,63.0
label_65778007,0.0,0.0,0.0,1.0
label_67741000119109,0.0,0.0,0.0,0.0
label_67751000119106,0.0,0.0,0.0,3.0
label_698252002,0.07035175879396985,0.7058823529411765,0.12795125666412796,119.0
label_713422000,0.05172413793103448,0.06666666666666667,0.05825242718446602,45.0
label_713426002,0.18072289156626506,0.35714285714285715,0.24,42.0
label_713427006,0.4268292682926829,0.9655172413793104,0.5919661733615222,145.0
label_733534002,0.45054945054945056,0.9534883720930233,0.6119402985074627,43.0
label_74390002,0.125,0.5714285714285714,0.20512820512820512,7.0
label_75532003,0.12,0.42857142857142855,0.1875,7.0
label_77867006,0.0,0.0,0.0,2.0
label_81898007,0.20930232558139536,0.75,0.32727272727272727,12.0
label_89792004,0.21686746987951808,0.9,0.34951456310679613,20.0
micro avg,0.27403086644792807,0.8480631816472358,0.4142174871418075,13295.0
macro avg,0.12659816959320297,0.44046903575373697,0.18450880228241437,13295.0
weighted avg,0.4163977360182336,0.8480631816472358,0.5252393136973766,13295.0
samples avg,0.35092961732983147,0.867751133490097,0.46760449728639647,13295.0
