label,precision,recall,f1-score,support
label_251187003,0.0,0.0,0.0,1.0
label_251198002,0.1388888888888889,0.45454545454545453,0.2127659574468085,11.0
label_251199005,0.1717171717171717,0.5,0.2556390977443609,34.0
label_251205003,0.09210526315789473,0.4117647058823529,0.15053763440860216,17.0
label_251223006,0.17757009345794392,0.59375,0.2733812949640288,32.0
label_270492004,0.41534391534391535,0.9127906976744186,0.5709090909090909,172.0
label_27885002,0.1282051282051282,0.38461538461538464,0.19230769230769232,13.0
label_284470004,0.14408602150537633,0.6979166666666666,0.23885918003565063,192.0
label_29320008,0.22807017543859648,0.5909090909090909,0.3291139240506329,22.0
label_365413008,0.18080357142857142,0.7864077669902912,0.294010889292196,103.0
label_39732003,0.4,0.9761904761904762,0.5674740484429066,252.0
label_418818005,0.0,0.0,0.0,0.0
label_425856008,0.0967741935483871,0.8181818181818182,0.17307692307692307,11.0
label_426177001,0.9241379310344827,0.9873106835857552,0.9546803878883832,2443.0
label_426183003,0.0,0.0,0.0,2.0
label_426627000,0.5,0.5,0.5,2.0
label_426648003,0.1111111111111111,0.25,0.15384615384615385,4.0
label_426664006,0.0,0.0,0.0,3.0
label_426761007,0.5843373493975904,0.8981481481481481,0.708029197080292,108.0
label_426783006,0.77367360644728,0.9282836422240129,0.843956043956044,1241.0
label_426995002,0.05555555555555555,0.4444444444444444,0.09876543209876543,9.0
label_427084000,0.8987566607460036,0.9712092130518234,0.933579335793358,1042.0
label_427172004,0.35185185185185186,0.8580645161290322,0.49906191369606,155.0
label_427393009,0.138255033557047,0.8284182305630027,0.23696319018404907,373.0
label_428417006,0.12658227848101267,0.7272727272727273,0.215633423180593,55.0
label_428750005,0.1342828077314344,0.7586206896551724,0.22817631806395852,174.0
label_429622005,0.2553418803418803,0.8884758364312267,0.3966804979253112,269.0
label_445118002,0.18705035971223022,0.9454545454545454,0.3123123123123123,55.0
label_445211001,0.0,0.0,0.0,2.0
label_446358003,0.36363636363636365,0.5714285714285714,0.4444444444444444,7.0
label_446813000,0.0,0.0,0.0,3.0
label_47665007,0.2936893203883495,0.937984496124031,0.44731977818853974,129.0
label_49578007,0.0,0.0,0.0,1.0
label_50799005,0.0,0.0,0.0,4.0
label_54016002,0.0,0.0,0.0,5.0
label_54329005,0.06896551724137931,0.5,0.12121212121212122,8.0
label_55827005,0.33384694401643555,0.8084577114427861,0.4725554343874955,804.0
label_55930002,0.3485037406483791,0.8560490045941807,0.49534780682321666,653.0
label_5609005,0.2,0.5,0.2857142857142857,8.0
label_57054005,0.29411764705882354,0.7142857142857143,0.4166666666666667,14.0
label_59118001,0.27129337539432175,0.9555555555555556,0.4226044226044226,90.0
label_59931005,0.31268221574344024,0.9245689655172413,0.4673202614379085,464.0
label_61277005,0.0,0.0,0.0,3.0
label_61721007,0.16626506024096385,0.7752808988764045,0.27380952380952384,89.0
label_63593006,0.0,0.0,0.0,0.0
label_6374002,0.18681318681318682,0.8095238095238095,0.30357142857142855,63.0
label_65778007,0.0,0.0,0.0,1.0
label_67741000119109,0.0,0.0,0.0,0.0
label_67751000119106,0.02564102564102564,0.3333333333333333,0.047619047619047616,3.0
label_698252002,0.1842696629213483,0.6890756302521008,0.2907801418439716,119.0
label_713422000,0.1282051282051282,0.4444444444444444,0.19900497512437812,45.0
label_713426002,0.15121951219512195,0.7380952380952381,0.25101214574898784,42.0
label_713427006,0.5220588235294118,0.9793103448275862,0.6810551558752997,145.0
label_733534002,0.4875,0.9069767441860465,0.6341463414634146,43.0
label_74390002,0.3684210526315789,1.0,0.5384615384615384,7.0
label_75532003,0.0547945205479452,0.5714285714285714,0.1,7.0
label_77867006,0.0,0.0,0.0,2.0
label_81898007,0.23076923076923078,1.0,0.375,12.0
label_89792004,0.3275862068965517,0.95,0.48717948717948717,20.0
