,precision,recall,f1-score,support
label_427084000,0.8822495606326889,0.963531669865643,0.9211009174311927,1042.0
label_427172004,0.42857142857142855,0.8129032258064516,0.5612472160356348,155.0
label_427393009,0.13788167938931298,0.774798927613941,0.2341028756581612,373.0
label_428417006,0.18064516129032257,0.509090909090909,0.26666666666666666,55.0
label_428750005,0.13276026743075453,0.7988505747126436,0.22768222768222768,174.0
label_429622005,0.20928270042194091,0.9219330855018587,0.34112792297111416,269.0
label_445118002,0.23943661971830985,0.9272727272727272,0.3805970149253731,55.0
label_445211001,0.0,0.0,0.0,2.0
label_446358003,0.3125,0.7142857142857143,0.43478260869565216,7.0
label_446813000,0.0,0.0,0.0,3.0
label_47665007,0.36585365853658536,0.813953488372093,0.5048076923076923,129.0
label_49578007,0.0,0.0,0.0,1.0
label_50799005,0.03389830508474576,0.5,0.06349206349206349,4.0
label_54016002,0.0,0.0,0.0,5.0
label_54329005,0.07936507936507936,0.625,0.14084507042253522,8.0
label_55827005,0.2474747474747475,0.914179104477612,0.38950715421303655,804.0
label_55930002,0.26156433978132887,0.9525267993874426,0.41042560211151435,653.0
label_5609005,0.17391304347826086,0.5,0.25806451612903225,8.0
label_57054005,0.2,0.42857142857142855,0.2727272727272727,14.0
label_59118001,0.27741935483870966,0.9555555555555556,0.43,90.0
label_59931005,0.25722543352601157,0.959051724137931,0.4056517775752051,464.0
label_61277005,0.0,0.0,0.0,3.0
label_61721007,0.19832402234636873,0.797752808988764,0.31767337807606266,89.0
label_63593006,0.0,0.0,0.0,0.0
label_6374002,0.23076923076923078,0.7142857142857143,0.3488372093023256,63.0
label_65778007,0.0,0.0,0.0,1.0
label_67741000119109,0.0,0.0,0.0,0.0
label_67751000119106,0.0,0.0,0.0,3.0
label_698252002,0.21763085399449036,0.6638655462184874,0.3278008298755187,119.0
label_713422000,0.0990990990990991,0.4888888888888889,0.1647940074906367,45.0
label_713426002,0.23008849557522124,0.6190476190476191,0.33548387096774196,42.0
label_713427006,0.47959183673469385,0.9724137931034482,0.642369020501139,145.0
label_733534002,0.5416666666666666,0.9069767441860465,0.6782608695652174,43.0
label_74390002,0.4,0.8571428571428571,0.5454545454545454,7.0
label_75532003,0.12,0.42857142857142855,0.1875,7.0
label_77867006,0.0,0.0,0.0,2.0
label_81898007,0.2926829268292683,1.0,0.4528301886792453,12.0
label_89792004,0.5714285714285714,0.6,0.5853658536585366,20.0
micro avg,0.3729424674713905,0.8946972546069951,0.5264439035184776,13295.0
macro avg,0.19456179613223257,0.5013862636846146,0.26568592097917576,13295.0
weighted avg,0.5302068617106788,0.8946972546069951,0.6284816548953696,13295.0
samples avg,0.47865743031248226,0.9235631877186579,0.5946479482325333,13295.0
