,precision,recall,f1-score,support
label_429622005,0.3684210526315789,0.7026022304832714,0.4833759590792839,269.0
label_445118002,0.3684210526315789,0.509090909090909,0.42748091603053434,55.0
label_445211001,0.0070921985815602835,0.5,0.013986013986013986,2.0
label_446358003,0.3125,0.7142857142857143,0.43478260869565216,7.0
label_446813000,0.125,0.3333333333333333,0.18181818181818182,3.0
label_47665007,0.5359477124183006,0.6356589147286822,0.5815602836879432,129.0
label_49578007,0.0,0.0,0.0,1.0
label_50799005,0.0,0.0,0.0,4.0
label_54016002,0.0,0.0,0.0,5.0
label_54329005,0.08823529411764706,0.375,0.14285714285714285,8.0
label_55827005,0.3897306397306397,0.5758706467661692,0.464859437751004,804.0
label_55930002,0.4025862068965517,0.7151607963246555,0.5151682294539437,653.0
label_5609005,0.25,0.125,0.16666666666666666,8.0
label_57054005,0.3333333333333333,0.07142857142857142,0.11764705882352941,14.0
label_59118001,0.37055837563451777,0.8111111111111111,0.5087108013937283,90.0
label_59931005,0.6071428571428571,0.40301724137931033,0.4844559585492228,464.0
label_61277005,0.07692307692307693,0.6666666666666666,0.13793103448275862,3.0
label_61721007,0.25961538461538464,0.30337078651685395,0.27979274611398963,89.0
label_63593006,0.0,0.0,0.0,0.0
label_6374002,0.352112676056338,0.3968253968253968,0.373134328358209,63.0
label_65778007,0.0,0.0,0.0,1.0
label_67741000119109,0.0,0.0,0.0,0.0
label_67751000119106,0.034482758620689655,0.3333333333333333,0.0625,3.0
label_698252002,0.5384615384615384,0.29411764705882354,0.3804347826086957,119.0
label_713422000,0.1724137931034483,0.2222222222222222,0.1941747572815534,45.0
label_713426002,0.3484848484848485,0.5476190476190477,0.42592592592592593,42.0
label_713427006,0.5714285714285714,0.9103448275862069,0.7021276595744681,145.0
label_733534002,0.6382978723404256,0.6976744186046512,0.6666666666666666,43.0
label_74390002,0.6,0.8571428571428571,0.7058823529411765,7.0
label_75532003,0.07692307692307693,0.5714285714285714,0.13559322033898305,7.0
label_77867006,0.0,0.0,0.0,2.0
label_81898007,0.5,0.3333333333333333,0.4,12.0
label_89792004,0.1919191919191919,0.95,0.31932773109243695,20.0
micro avg,0.21349874208380323,0.740428732606243,0.3314310725047557,13295.0
macro avg,0.2459780987138981,0.45746815185459944,0.26365030644842063,13295.0
weighted avg,0.6335862345269575,0.740428732606243,0.6630777161733156,13295.0
samples avg,0.23994432383989064,0.8105930378003314,0.3510519537337912,13295.0
