,precision,recall,f1-score,support
label_50799005,0.027777777777777776,0.25,0.05,4.0
label_54016002,0.0,0.0,0.0,5.0
label_54329005,0.058823529411764705,0.5,0.10526315789473684,8.0
label_55827005,0.29858253315043437,0.8121890547263682,0.43664326312270146,804.0
label_55930002,0.3149648838465694,0.892802450229709,0.46565495207667734,653.0
label_5609005,0.18181818181818182,0.25,0.21052631578947367,8.0
label_57054005,0.24,0.42857142857142855,0.3076923076923077,14.0
label_59118001,0.30434782608695654,0.9333333333333333,0.45901639344262296,90.0
label_59931005,0.3320031923383879,0.896551724137931,0.48456610366919045,464.0
label_61277005,0.2,0.3333333333333333,0.25,3.0
label_61721007,0.1568627450980392,0.8089887640449438,0.26277372262773724,89.0
label_63593006,0.0,0.0,0.0,0.0
label_6374002,0.2336448598130841,0.7936507936507936,0.36101083032490977,63.0
label_65778007,0.0,0.0,0.0,1.0
label_67741000119109,0.0,0.0,0.0,0.0
label_67751000119106,0.0,0.0,0.0,3.0
label_698252002,0.2235294117647059,0.6386554621848739,0.3311546840958606,119.0
label_713422000,0.10493827160493827,0.37777777777777777,0.1642512077294686,45.0
label_713426002,0.2028985507246377,0.6666666666666666,0.3111111111111111,42.0
label_713427006,0.5036764705882353,0.9448275862068966,0.657074340527578,145.0
label_733534002,0.5135135135135135,0.8837209302325582,0.6495726495726496,43.0
label_74390002,0.21428571428571427,0.8571428571428571,0.34285714285714286,7.0
label_75532003,0.13043478260869565,0.42857142857142855,0.2,7.0
label_77867006,0.0,0.0,0.0,2.0
label_81898007,0.23404255319148937,0.9166666666666666,0.3728813559322034,12.0
label_89792004,0.22093023255813954,0.95,0.3584905660377358,20.0
micro avg,0.35105372514099137,0.8895825498307635,0.5034372672129404,13295.0
macro avg,0.17626076172791302,0.4915498397103235,0.24323113169253116,13295.0
weighted avg,0.5350327814352971,0.8895825498307635,0.6291812693125292,13295.0
samples avg,0.4174370305109972,0.9195476521772108,0.54809020556607,13295.0
