,precision,recall,f1-score,support
label_27885002,0.16981132075471697,0.6923076923076923,0.2727272727272727,13.0
label_284470004,0.16666666666666666,0.6510416666666666,0.2653927813163482,192.0
label_29320008,0.15730337078651685,0.6363636363636364,0.25225225225225223,22.0
label_365413008,0.15575221238938053,0.8543689320388349,0.2634730538922156,103.0
label_39732003,0.42451154529307283,0.9484126984126984,0.5865030674846625,252.0
label_418818005,0.0,0.0,0.0,0.0
label_425856008,0.12244897959183673,0.5454545454545454,0.2,11.0
label_426177001,0.9181575942139323,0.9873106835857552,0.9514792899408284,2443.0
label_426183003,0.0,0.0,0.0,2.0
label_426627000,0.0,0.0,0.0,2.0
label_426648003,0.0,0.0,0.0,4.0
label_426664006,0.0,0.0,0.0,3.0
label_426761007,0.5853658536585366,0.8888888888888888,0.7058823529411765,108.0
label_426783006,0.7496782496782497,0.9387590652699436,0.8336314847942755,1241.0
label_426995002,0.07575757575757576,0.5555555555555556,0.13333333333333333,9.0
label_427084000,0.8981233243967829,0.9644913627639156,0.9301249421564091,1042.0
label_427172004,0.40764331210191085,0.8258064516129032,0.5458422174840085,155.0
label_427393009,0.1557471264367816,0.7265415549597856,0.2565073355418836,373.0
label_428417006,0.18128654970760233,0.5636363636363636,0.2743362831858407,55.0
label_428750005,0.15279503105590062,0.7068965517241379,0.2512768130745659,174.0
label_429622005,0.25213675213675213,0.8773234200743495,0.391701244813278,269.0
label_445118002,0.21645021645021645,0.9090909090909091,0.34965034965034963,55.0
label_445211001,0.0,0.0,0.0,2.0
label_446358003,0.5,0.2857142857142857,0.36363636363636365,7.0
label_446813000,0.0,0.0,0.0,3.0
label_47665007,0.3072916666666667,0.9147286821705426,0.4600389863547758,129.0
label_49578007,0.0,0.0,0.0,1.0
label_50799005,0.024390243902439025,0.25,0.044444444444444446,4.0
label_54016002,0.0,0.0,0.0,5.0
label_54329005,0.08928571428571429,0.625,0.15625,8.0
label_55827005,0.31091251175917217,0.822139303482587,0.45119453924914676,804.0
label_55930002,0.32393587617468217,0.8973966309341501,0.4760357432981316,653.0
label_5609005,0.17647058823529413,0.375,0.24,8.0
label_57054005,0.2903225806451613,0.6428571428571429,0.4,14.0
label_59118001,0.27722772277227725,0.9333333333333333,0.42748091603053434,90.0
label_59931005,0.2814910025706941,0.9439655172413793,0.43366336633663366,464.0
label_61277005,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
label_61721007,0.1876675603217158,0.7865168539325843,0.30303030303030304,89.0
label_63593006,0.0,0.0,0.0,0.0
label_6374002,0.20869565217391303,0.7619047619047619,0.32764505119453924,63.0
label_65778007,0.0,0.0,0.0,1.0
label_67741000119109,0.0,0.0,0.0,0.0
label_67751000119106,0.0,0.0,0.0,3.0
label_698252002,0.1820580474934037,0.5798319327731093,0.27710843373493976,119.0
label_713422000,0.10975609756097561,0.4,0.1722488038277512,45.0
label_713426002,0.20945945945945946,0.7380952380952381,0.3263157894736842,42.0
label_713427006,0.476027397260274,0.9586206896551724,0.6361556064073226,145.0
label_733534002,0.5,0.9069767441860465,0.6446280991735537,43.0
label_74390002,0.5,0.8571428571428571,0.631578947368421,7.0
label_75532003,0.034482758620689655,0.14285714285714285,0.05555555555555555,7.0
label_77867006,0.0,0.0,0.0,2.0
label_81898007,0.2972972972972973,0.9166666666666666,0.4489795918367347,12.0
label_89792004,0.4,0.6,0.48,20.0
micro avg,0.39605957704333794,0.8860473862354269,0.5474232073981133,13295.0
macro avg,0.19400779337497498,0.4854805407647828,0.26191199436419793,13295.0
weighted avg,0.5406926605904039,0.8860473862354269,0.6390515627088306,13295.0
samples avg,0.5141481608095079,0.9183838287964968,0.6214230070545739,13295.0
